University,Overall_Score,Overall_Rank,Teaching_Score,Teaching_Rank,Research_Score,Research_Rank,Citations_Score,Citations_Rank,Industry_Income_Score,Industry_Income_Rank,International_Outlook_Score,International_Outlook_Rank,Number_of_Students
Reichman University,32.7–36.9,9560,13.1,1840,16.6,1002,64.3,686,31.4,1153,63.6,510,master_account
University of Rennes 1,32.7–36.9,9570,32.1,586,17.9,925,44.7,1127,64.0,571,63.8,505,master_account
Robert Gordon University,32.7–36.9,9580,17.5,1595,13.2,1287,53.4,935,36.0,1075,87.1,164,master_account
Rochester Institute of Technology,32.7–36.9,9590,22.9,1159,20.2,801,58.4,814,60.7,629,46.3,920,private
University of Roehampton,32.7–36.9,9600,23.0,1152,21.5,749,52.0,963,35.8,1080,85.0,188,master_account
University of Salamanca,32.7–36.9,9610,32.0,592,21.8,740,50.4,1013,39.9,981,53.6,701,master_account
University of Salford,32.7–36.9,9620,18.8,1482,15.0,1124,61.1,752,46.9,865,82.2,221,master_account
San Diego State University,32.7–36.9,9630,21.5,1272,11.9,1417,71.1,535,58.3,672,37.0,1240,public
Savitribai Phule Pune University,32.7–36.9,9640,44.0,220,11.8,1430,54.5,897,22.8,1410,25.2,1697,master_account
Sechenov University,32.7–36.9,9650,32.6,568,17.1,966,47.7,1067,39.4,996,62.1,540,master_account
University of Seoul,32.7–36.9,9660,28.8,754,26.1,567,41.0,1201,52.1,770,34.9,1322,master_account
University of Seville,32.7–36.9,9670,23.8,1096,24.5,630,53.6,930,50.8,795,44.6,971,master_account
Shahrekord University of Medical Sciences,32.7–36.9,9680,33.7,511,10.5,1592,62.1,731,17.3,1729,20.6,1848,master_account
Shantou University,32.7–36.9,9690,21.2,1289,16.4,1020,63.0,707,33.8,1114,42.9,1021,master_account
Sheffield Hallam University,32.7–36.9,9700,19.4,1437,14.4,1170,66.7,632,33.1,1126,64.0,503,master_account
Shiraz University,32.7–36.9,9710,29.3,731,24.6,625,55.0,888,57.4,696,29.1,1536,master_account
Shiraz University of Medical Sciences,32.7–36.9,9720,41.7,269,12.7,1337,55.7,872,24.5,1353,24.1,1738,master_account
Shri Mata Vaishno Devi University,32.7–36.9,9730,24.7,1030,17.2,957,68.0,603,26.1,1296,22.8,1780,master_account
Siksha ‘O’ Anusandhan,32.7–36.9,9740,37.9,364,16.7,995,47.7,1068,40.8,962,19.9,1870,master_account
Sogang University,32.7–36.9,9750,27.2,865,30.6,452,39.8,1225,73.3,362,45.0,960,master_account
Institute of Space Technology,32.7–36.9,9760,18.6,1497,13.3,1280,70.5,552,16.5,1810,47.1,888,master_account
University of Tabuk,32.7–36.9,9770,16.9,1633,10.4,1603,69.0,579,26.1,1297,75.6,320,master_account
Technical University of Madrid,32.7–36.9,9780,26.6,905,15.8,1064,49.8,1024,57.4,697,53.8,697,master_account
"""""University of Technology"," Iraq""""",32.7–36.9,9790,25.8,954,9.2,1769,65.7,660,20.0,1535,25.0,1710
University of Texas at El Paso,32.7–36.9,9800,24.5,1045,28.7,502,44.8,1122,51.9,777,46.8,899,public
Tokyo University of Agriculture and Technology,32.7–36.9,9810,35.0,463,29.1,493,29.6,1455,84.5,214,38.1,1191,master_account
Tokyo Medical University,32.7–36.9,9820,35.1,459,17.0,974,54.0,915,70.4,423,21.4,1829,master_account
Tomsk Polytechnic University,32.7–36.9,9830,40.5,294,23.5,670,31.7,1406,54.9,726,69.4,413,master_account
University of Tours,32.7–36.9,9840,32.7,562,15.9,1056,42.2,1179,52.9,754,61.2,558,master_account
University of Trás-os-Montes and Alto Douro,32.7–36.9,9850,22.5,1190,31.2,439,44.6,1131,23.5,1384,40.5,1103,master_account
University of Tunis El Manar,32.7–36.9,9860,42.3,258,19.9,821,31.1,1422,49.5,819,50.5,790,master_account
Urmia University,32.7–36.9,9870,29.6,716,19.5,841,56.9,850,25.8,1307,38.0,1199,master_account
"""""University of Veterinary and Animal Sciences"," Lahore""""",32.7–36.9,9880,22.2,1218,17.0,975,53.7,928,46.7,871,55.5,667
University of Vic – Central University of Catalonia,32.7–36.9,9890,19.1,1463,13.1,1296,70.8,545,20.2,1521,59.1,602,master_account
University of Vigo,32.7–36.9,9900,25.1,1001,17.9,927,57.8,826,49.5,820,47.4,878,master_account
Vilnius University,32.7–36.9,9910,26.6,906,17.5,944,51.4,985,44.4,906,46.7,907,master_account
Waseda University,32.7–36.9,9920,33.7,512,26.2,565,43.1,1165,56.7,706,54.8,680,master_account
Wenzhou University,32.7–36.9,9930,16.2,1689,15.0,1127,78.1,365,27.8,1240,34.8,1329,master_account
Wenzhou Medical University,32.7–36.9,9940,18.4,1521,13.6,1245,68.7,590,38.3,1015,42.8,1025,master_account
University of Westminster,32.7–36.9,9950,19.4,1439,18.1,914,55.3,882,40.0,980,87.1,165,master_account
Yıldız Technical University,32.7–36.9,9960,32.1,588,28.0,515,41.2,1198,64.1,567,40.9,1086,master_account
Yokohama City University,32.7–36.9,9970,28.4,784,11.3,1497,59.4,793,62.4,607,29.0,1542,master_account
Zagazig University,32.7–36.9,9980,14.2,1795,9.2,1771,71.4,526,49.8,812,49.0,830,master_account
University of Zaragoza,32.7–36.9,9990,28.3,793,18.5,893,46.4,1085,55.7,717,42.8,1027,master_account
ZHAW Zurich University of Applied Sciences,32.7–36.9,10000,22.2,1220,15.8,1065,46.0,1098,59.2,660,72.4,373,master_account
Zhejiang Gongshang University,32.7–36.9,10010,21.8,1249,12.6,1355,61.1,754,30.8,1165,44.1,988,master_account
University of A Coruña,28.3–32.6,10020,24.2,1064,17.5,939,45.6,1105,36.1,1068,36.5,1256,master_account
"""""Adam Mickiewicz University"," Poznań""""",28.3–32.6,10030,19.7,1396,28.4,505,43.5,1153,29.6,1193,37.8,1203
AGH University of Krakow,28.3–32.6,10040,25.8,949,20.9,772,38.6,1247,68.5,465,29.9,1495,master_account
Aichi Medical University,28.3–32.6,10050,30.5,664,13.5,1246,43.1,1164,39.5,992,21.5,1820,master_account
Ain Shams University,28.3–32.6,10060,27.9,808,15.3,1090,45.8,1101,48.0,843,51.8,744,master_account
Akdeniz University,28.3–32.6,10070,22.7,1170,27.3,529,42.6,1172,54.7,730,25.2,1694,master_account
Al-Balqa Applied University,28.3–32.6,10080,12.0,1874,13.6,1235,59.2,800,22.5,1416,39.3,1138,master_account
University of Alicante,28.3–32.6,10090,25.0,1002,19.8,822,43.8,1143,51.6,780,44.6,969,master_account
University of Almería,28.3–32.6,10100,21.7,1250,18.9,866,48.9,1041,33.7,1116,42.2,1043,master_account
An-Najah National University,28.3–32.6,10110,13.3,1829,9.8,1665,65.4,667,21.0,1478,61.2,555,master_account
University of Applied Sciences and Arts of Western Switzerland,28.3–32.6,10120,24.0,1077,13.1,1289,38.3,1251,33.8,1113,87.4,159,master_account
Ateneo de Manila University,28.3–32.6,10130,30.8,646,10.8,1544,52.4,952,27.6,1248,33.5,1372,master_account
Universidad Autónoma de Chile,28.3–32.6,10140,12.5,1859,12.2,1385,54.5,895,16.1,1846,55.4,668,master_account
Azarbaijan Shahid Madani University,28.3–32.6,10150,14.9,1757,15.3,1092,67.9,604,19.0,1587,27.9,1577,master_account
Babeş-Bolyai University,28.3–32.6,10160,23.3,1127,16.8,981,46.0,1094,35.2,1088,39.0,1148,master_account
Bahauddin Zakariya University,28.3–32.6,10170,19.6,1408,12.6,1346,58.5,811,19.2,1571,48.1,864,master_account
Bangladesh Agricultural University (BAU),28.3–32.6,10180,29.5,719,9.9,1644,45.2,1112,22.6,1414,49.5,816,master_account
Bangladesh University of Engineering and Technology,28.3–32.6,10190,21.7,1251,15.8,1059,50.7,1001,35.2,1089,29.8,1497,master_account
Bartin University,28.3–32.6,10200,11.1,1893,13.0,1298,69.6,563,16.3,1822,37.4,1221,master_account
University of Bedfordshire,28.3–32.6,10210,17.5,1592,14.3,1174,52.4,953,25.6,1309,83.9,201,master_account
Benha University,28.3–32.6,10220,15.7,1716,9.2,1755,66.5,635,18.9,1595,49.1,825,master_account
Beni-Suef University,28.3–32.6,10230,16.8,1637,9.8,1666,61.1,750,19.5,1557,51.4,757,master_account
Bowling Green State University,28.3–32.6,10240,22.4,1191,13.9,1208,52.7,948,40.5,968,28.9,1543,public
Brno University of Technology,28.3–32.6,10250,22.2,1207,19.3,846,39.0,1238,70.3,424,58.3,618,master_account
University of Bucharest,28.3–32.6,10260,24.8,1015,21.1,763,43.2,1159,25.3,1326,29.1,1534,master_account
University of Cadiz,28.3–32.6,10270,20.4,1341,16.7,989,43.7,1146,30.0,1181,42.3,1039,master_account
University of Calcutta,28.3–32.6,10280,40.0,307,15.2,1103,33.7,1357,30.3,1174,19.3,1881,master_account
Canterbury Christ Church University,28.3–32.6,10290,20.7,1318,13.8,1221,44.6,1130,18.0,1663,59.6,592,master_account
University of Central Lancashire,28.3–32.6,10300,18.3,1524,13.8,1222,51.9,964,34.3,1105,82.3,218,master_account
Central Michigan University,28.3–32.6,10310,28.8,752,15.3,1093,46.8,1079,44.9,894,33.4,1374,public
"""""University of Chemistry and Technology"," Prague""""",28.3–32.6,10320,32.8,551,14.7,1145,29.0,1469,45.7,882,51.0,770
China Pharmaceutical University,28.3–32.6,10330,23.4,1119,18.3,900,52.8,947,73.4,357,22.2,1800,master_account
Chung Yuan Christian University,28.3–32.6,10340,18.1,1539,24.4,632,39.0,1239,62.6,601,41.2,1073,master_account
University of Colombo,28.3–32.6,10350,25.4,974,10.6,1569,60.2,768,18.7,1607,39.3,1139,master_account
Comenius University in Bratislava,28.3–32.6,10360,31.2,629,16.6,997,41.8,1184,25.0,1335,52.6,722,master_account
Czech Technical University in Prague,28.3–32.6,10370,30.9,642,18.8,873,32.2,1396,51.9,773,60.2,579,master_account
Democritus University of Thrace,28.3–32.6,10380,16.1,1692,16.5,1006,54.3,903,32.1,1139,30.4,1482,master_account
University of Desarrollo,28.3–32.6,10390,17.8,1564,10.8,1546,53.0,941,21.2,1471,52.2,734,master_account
Diego Portales University,28.3–32.6,10400,15.3,1737,11.8,1423,53.8,921,18.0,1664,53.0,711,master_account
Université Djillali Liabès de Sidi Bel-Abbès,28.3–32.6,10410,30.6,657,9.3,1743,46.0,1095,16.9,1760,37.4,1222,master_account
Don State Technical University,28.3–32.6,10420,20.6,1327,9.0,1793,54.9,890,17.9,1673,31.7,1436,master_account
Dr B.R. Ambedkar National Institute of Technology Jalandhar,28.3–32.6,10430,25.4,975,13.2,1284,54.6,893,22.2,1433,17.8,1899,master_account
Durban University of Technology,28.3–32.6,10440,17.3,1607,11.8,1424,62.0,733,18.4,1633,46.5,915,master_account
University of East London,28.3–32.6,10450,21.8,1245,15.1,1112,41.0,1200,28.2,1230,84.9,189,master_account
Edge Hill University,28.3–32.6,10460,18.1,1540,13.8,1223,55.6,873,22.0,1438,54.7,681,master_account
"""""University of Engineering and Technology"," Peshawar""""",28.3–32.6,10470,13.7,1814,11.5,1460,60.9,757,25.0,1336,49.8,804
University of Engineering & Technology (UET) Lahore,28.3–32.6,10480,18.8,1476,9.9,1650,53.5,931,24.1,1363,50.6,786,master_account
European University of Madrid,28.3–32.6,10490,21.5,1263,10.9,1536,54.3,905,17.7,1684,61.7,548,master_account
University of Extremadura,28.3–32.6,10500,24.7,1025,12.4,1361,51.9,965,22.4,1420,35.7,1288,master_account
Fayoum University,28.3–32.6,10510,15.9,1701,11.9,1415,65.5,663,24.9,1339,46.4,919,master_account
Federal University of São Carlos,28.3–32.6,10520,33.4,524,19.8,824,33.5,1367,44.8,897,29.5,1516,master_account
Federal University of Technology Akure,28.3–32.6,10530,24.8,1017,11.1,1509,50.6,1004,18.2,1648,40.4,1105,master_account
Financial University under the Government of the Russian Federation,28.3–32.6,10540,26.7,891,18.0,916,50.3,1015,30.9,1159,34.5,1337,master_account
Firat University,28.3–32.6,10550,19.2,1452,10.3,1609,64.5,681,19.7,1547,31.5,1444,master_account
Florida Agricultural and Mechanical University,28.3–32.6,10560,33.4,525,16.7,991,39.8,1224,37.3,1032,50.3,795,public
University of Franche-Comté,28.3–32.6,10570,21.3,1280,15.7,1069,40.6,1210,44.9,895,70.6,399,master_account
Fu Jen Catholic University,28.3–32.6,10580,24.0,1078,29.2,491,26.3,1531,65.5,538,31.1,1459,master_account
Fujian Agriculture and Forestry University,28.3–32.6,10590,18.3,1527,15.5,1082,62.0,734,34.8,1095,32.7,1396,master_account
Fujita Health University,28.3–32.6,10600,27.6,831,13.0,1301,55.4,879,53.3,745,22.3,1794,master_account
Gauhati University,28.3–32.6,10610,36.2,420,26.6,551,23.3,1601,34.3,1106,22.2,1801,master_account
Gdańsk University of Technology,28.3–32.6,10620,19.7,1399,17.0,973,48.3,1048,50.7,797,35.0,1316,master_account
University of Ghana,28.3–32.6,10630,14.9,1759,21.3,754,42.1,1180,37.3,1033,52.3,732,master_account
Gifu University,28.3–32.6,10640,30.6,658,23.2,677,29.5,1456,65.9,531,29.5,1517,master_account
GLA University,28.3–32.6,10650,16.8,1641,10.6,1570,63.9,691,16.0,1857,20.9,1844,master_account
University of Gujrat,28.3–32.6,10660,13.4,1827,11.3,1486,69.5,567,16.0,1858,45.8,936,master_account
Guru Ghasidas Vishwavidyalaya,28.3–32.6,10670,16.6,1657,9.8,1669,63.7,697,21.6,1456,22.3,1795,master_account
Hakim Sabzevari University,28.3–32.6,10680,15.3,1738,11.5,1462,61.6,741,16.5,1805,38.0,1195,master_account
Hamamatsu University School of Medicine,28.3–32.6,10690,33.6,513,18.3,902,36.9,1279,58.3,670,24.0,1740,master_account
Huaqiao University,28.3–32.6,10700,15.5,1731,14.3,1176,48.1,1055,28.4,1224,70.9,392,master_account
Icesi University,28.3–32.6,10710,23.5,1109,10.5,1588,55.8,865,16.1,1848,41.1,1077,master_account
Ilmenau University of Technology,28.3–32.6,10720,31.0,641,21.4,751,32.8,1378,64.9,549,57.1,641,master_account
IMT Nord Europe,28.3–32.6,10730,32.2,580,25.2,601,19.7,1683,64.8,553,73.4,357,master_account
Indian Institute of Science Education and Research Kolkata,28.3–32.6,10740,40.8,282,19.4,842,33.4,1368,28.8,1208,24.0,1741,master_account
Indian Institute of Technology Ropar,28.3–32.6,10750,36.5,410,18.4,895,44.7,1125,27.2,1256,23.7,1751,master_account
Indian Institute of Technology Mandi,28.3–32.6,10760,36.5,411,13.4,1264,49.2,1033,18.3,1642,26.8,1622,master_account
University of Ioannina,28.3–32.6,10770,14.0,1801,12.4,1364,55.9,864,47.4,854,43.2,1008,master_account
University of Isfahan,28.3–32.6,10780,30.4,670,16.8,984,40.9,1202,26.2,1289,35.5,1295,master_account
The Islamia University of Bahawalpur,28.3–32.6,10790,16.4,1668,11.4,1477,66.7,631,18.2,1651,48.2,860,master_account
Istanbul University,28.3–32.6,10800,23.5,1110,22.0,730,34.4,1339,50.9,793,38.2,1181,master_account
Istanbul University-Cerrahpaşa,28.3–32.6,10810,26.0,936,24.1,647,41.7,1190,59.8,650,26.9,1617,master_account
Iuliu Haţieganu University of Medicine and Pharmacy Cluj-Napoca,28.3–32.6,10820,25.8,951,10.9,1538,54.3,906,25.2,1331,50.2,797,master_account
Jadavpur University,28.3–32.6,10830,35.3,451,15.8,1060,46.0,1096,35.4,1083,19.2,1883,master_account
University of Jeddah,28.3–32.6,10840,17.4,1599,9.2,1759,51.5,978,16.0,1859,73.2,360,master_account
Jimma University,28.3–32.6,10850,16.4,1670,8.9,1811,60.2,772,16.2,1836,39.2,1142,master_account
Kanazawa University,28.3–32.6,10860,35.5,448,18.8,877,35.4,1315,70.4,420,33.6,1366,master_account
Kansai Medical University,28.3–32.6,10870,30.0,686,10.6,1573,51.6,975,47.9,846,21.0,1841,master_account
Karlstad University,28.3–32.6,10880,19.9,1379,14.4,1165,53.8,922,29.4,1196,57.4,634,master_account
Karnatak University Dharwad,28.3–32.6,10890,35.1,458,9.7,1688,52.5,951,21.6,1457,27.8,1586,master_account
Kerman University of Medical Sciences,28.3–32.6,10900,32.7,559,11.8,1426,51.2,988,20.5,1511,25.6,1678,master_account
Kharkiv National University of Radio Electronics,28.3–32.6,10910,22.2,1211,9.4,1734,28.0,1489,16.5,1807,32.9,1390,master_account
Kindai University,28.3–32.6,10920,18.4,1516,11.8,1427,51.9,967,50.2,804,30.9,1468,master_account
Kohat University of Science and Technology,28.3–32.6,10930,21.9,1238,14.2,1189,49.0,1039,20.8,1495,59.5,593,master_account
University of Kragujevac,28.3–32.6,10940,23.8,1092,10.7,1560,60.0,778,21.2,1475,31.8,1432,master_account
Kurume University,28.3–32.6,10950,27.5,842,13.6,1240,48.4,1047,44.7,899,26.3,1653,master_account
Kuwait University,28.3–32.6,10960,19.5,1420,9.9,1653,55.5,876,28.9,1204,66.4,458,master_account
Kwame Nkrumah University of Science and Technology,28.3–32.6,10970,16.2,1685,20.7,783,50.8,999,52.0,772,47.2,883,master_account
University of Lagos,28.3–32.6,10980,14.6,1774,14.4,1166,65.5,665,20.9,1485,41.5,1066,master_account
University of La Laguna,28.3–32.6,10990,21.9,1239,15.8,1062,54.7,892,28.7,1211,50.7,780,master_account
University of Las Palmas de Gran Canaria,28.3–32.6,11000,19.8,1390,16.1,1041,45.6,1107,25.2,1332,42.1,1047,master_account
University of Latvia,28.3–32.6,11010,18.6,1493,27.1,538,40.3,1217,42.5,930,47.6,874,master_account
University of Leoben,28.3–32.6,11020,35.2,456,13.7,1231,31.6,1408,58.8,666,77.4,288,master_account
University of León,28.3–32.6,11030,23.2,1134,13.6,1241,46.7,1082,70.3,425,36.5,1258,master_account
Lorestan University,28.3–32.6,11040,27.2,864,11.1,1513,51.2,990,18.3,1644,25.7,1675,master_account
Mae Fah Luang University,28.3–32.6,11050,16.2,1688,14.6,1153,47.5,1070,39.6,988,54.0,693,master_account
Maharishi Markandeshwar University (MMU),28.3–32.6,11060,26.9,879,8.9,1813,53.8,923,17.6,1693,34.3,1344,master_account
University of Malaga,28.3–32.6,11070,21.5,1268,16.0,1047,43.2,1161,51.5,782,42.2,1045,master_account
Universiti Malaysia Sarawak (UNIMAS),28.3–32.6,11080,29.9,695,19.3,849,22.9,1614,66.9,505,61.0,564,master_account
University of Maragheh,28.3–32.6,11090,12.1,1873,16.6,1001,55.7,869,17.5,1700,34.0,1356,master_account
University of Mazandaran,28.3–32.6,11100,27.5,843,18.9,870,39.1,1237,24.7,1344,32.1,1421,master_account
Medical University of Bialystok,28.3–32.6,11110,39.0,338,11.8,1428,40.0,1222,39.1,1005,29.9,1496,master_account
Medical University of Gdańsk,28.3–32.6,11120,28.7,757,10.6,1575,47.9,1061,39.6,989,43.8,995,master_account
Medical University of Warsaw,28.3–32.6,11130,26.5,910,13.5,1254,43.6,1152,43.3,917,31.0,1465,master_account
"""""Mehran University of Engineering and Technology", Jamshoro," Pakistan""""",28.3–32.6,11140,17.1,1618,8.1,1873,55.6,874,16.9,1763,50.0
Miguel Hernández University of Elche,28.3–32.6,11150,20.4,1343,17.8,928,43.8,1144,70.7,414,41.2,1074,master_account
Ming Chi University of Technology,28.3–32.6,11160,16.4,1671,25.1,606,43.4,1155,47.1,862,29.5,1520,master_account
Minia University,28.3–32.6,11170,17.2,1613,9.5,1713,66.0,648,19.2,1575,49.6,815,master_account
Mirpur University of Science and Technology,28.3–32.6,11180,11.5,1888,9.4,1735,60.0,780,15.8,1885,48.6,847,master_account
Muhimbili University of Health and Allied Sciences,28.3–32.6,11190,18.0,1549,13.1,1291,55.3,881,23.5,1382,50.5,789,master_account
Nagoya City University,28.3–32.6,11200,30.4,671,17.5,942,32.6,1387,73.2,364,23.6,1756,master_account
Najran University,28.3–32.6,11210,13.0,1844,9.8,1673,63.4,702,16.1,1853,76.1,312,master_account
National Central University,28.3–32.6,11220,30.8,650,24.9,618,29.7,1453,88.8,176,44.4,977,master_account
National Chengchi University,28.3–32.6,11230,27.6,834,27.8,518,24.8,1566,60.6,633,48.8,837,master_account
National Chung Hsing University,28.3–32.6,11240,23.8,1093,25.2,603,33.8,1356,78.8,280,32.5,1404,master_account
National Institute of Technology Warangal,28.3–32.6,11250,25.1,993,13.6,1243,50.8,1000,18.4,1635,24.1,1737,master_account
Necmettin Erbakan University,28.3–32.6,11260,37.2,386,14.1,1199,39.0,1243,21.4,1464,38.7,1162,master_account
Nicolaus Copernicus University in Toruń,28.3–32.6,11270,23.8,1094,21.1,764,38.0,1257,30.8,1163,33.6,1368,master_account
Niigata University,28.3–32.6,11280,30.6,661,15.0,1123,41.8,1185,49.7,814,29.0,1539,master_account
Nile University,28.3–32.6,11290,17.3,1609,13.3,1278,59.7,788,42.4,932,31.6,1443,master_account
